Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,75-84,11,
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NE,Renal failure,Renal failure,N17-N19,All ages,39,
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0,
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NE,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,24,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,14,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,14,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,37,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,77,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,71,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,63,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NE,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,278,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,35-44,10,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,45-54,22,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,55-64,54,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,65-74,83,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,75-84,100,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,85+,111,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NE,Coronavirus Disease 2019,COVID-19,U071,All ages,386,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,24,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,30,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,44,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,106,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,21,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,12,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,41,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,10,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,31,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,65-74,29,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,75-84,39,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,85+,68,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory failure,J96,All ages,145,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,65-74,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,All ages,10,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,14,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,10,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,85+,25,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,40,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,20,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,85+,14,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,41,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrest,I46,All ages,23,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,17,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,30,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,85+,31,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Heart failure,I50,All ages,46,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,13,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,14,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,27,
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Sepsis,Sepsis,A40-A41,All ages,23,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,0,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,11,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,18,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,65-74,,Counts less than 10 suppressed.
